id,jozz,page,sura_no,sura_name_en,sura_name_ar,line_start,line_end,aya_no,aya_text,aya_text_emlaey,aya_tafseer
4193,24,474,40,Ghāfir,"غَافِر ",2,4,60,"وَقَالَ رَبُّكُمُ ٱدۡعُونِيٓ أَسۡتَجِبۡ لَكُمۡۚ إِنَّ ٱلَّذِينَ يَسۡتَكۡبِرُونَ عَنۡ عِبَادَتِي سَيَدۡخُلُونَ جَهَنَّمَ دَاخِرِينَ ﰻ","وقال ربكم ادعوني أستجب لكم إن الذين يستكبرون عن عبادتي سيدخلون جهنم داخرين","[60] وقال ربكم -أيها العباد-: ادعوني وحدي وخصُّوني بالعبادة أستجب لكم، إن الذين يتكبرون عن إفرادي بالعبودية والألوهية، سيدخلون جهنم صاغرين حقيرين."
4194,24,474,40,Ghāfir,"غَافِر ",4,6,61,"ٱللَّهُ ٱلَّذِي جَعَلَ لَكُمُ ٱلَّيۡلَ لِتَسۡكُنُواْ فِيهِ وَٱلنَّهَارَ مُبۡصِرًاۚ إِنَّ ٱللَّهَ لَذُو فَضۡلٍ عَلَى ٱلنَّاسِ وَلَٰكِنَّ أَكۡثَرَ ٱلنَّاسِ لَا يَشۡكُرُونَ ﰼ","الله الذي جعل لكم الليل لتسكنوا فيه والنهار مبصرا إن الله لذو فضل على الناس ولكن أكثر الناس لا يشكرون","[61] الله وحده هو الذي جعل لكم الليل؛ لتسكنوا فيه وتحققوا راحتكم، والنهار مضيئاً؛ لتُصَرِّفوا فيه أمور معاشكم. إن الله لذو فضل عظيم على الناس، ولكن أكثرهم لا يشكرون له بالطاعة وإخلاص العبادة."
4195,24,474,40,Ghāfir,"غَافِر ",6,7,62,"ذَٰلِكُمُ ٱللَّهُ رَبُّكُمۡ خَٰلِقُ كُلِّ شَيۡءٖ لَّآ إِلَٰهَ إِلَّا هُوَۖ فَأَنَّىٰ تُؤۡفَكُونَ ﰽ","ذلكم الله ربكم خالق كل شيء لا إله إلا هو فأنى تؤفكون","[62] الذي أنعم عليكم بهذه النعم إنما هو ربكم خالق الأشياء كلها، لا إله يستحق العبادة غيره، فكيف تعدلون عن الإيمان به، وتعبدون غيره من الأوثان، بعد أن تبينت لكم دلائله؟"
4196,24,474,40,Ghāfir,"غَافِر ",8,8,63,"كَذَٰلِكَ يُؤۡفَكُ ٱلَّذِينَ كَانُواْ بِـَٔايَٰتِ ٱللَّهِ يَجۡحَدُونَ ﰾ","كذلك يؤفك الذين كانوا بآيات الله يجحدون","[63] كما كذَّبتم بالحق –يا كفار قريش- وأعرضتم عنه إلى الباطل، يُصرف عن الحق والإيمان به الذين كانوا بحجج الله وأدلته يجحدون."
4197,24,474,40,Ghāfir,"غَافِر ",9,12,64,"ٱللَّهُ ٱلَّذِي جَعَلَ لَكُمُ ٱلۡأَرۡضَ قَرَارٗا وَٱلسَّمَآءَ بِنَآءٗ وَصَوَّرَكُمۡ فَأَحۡسَنَ صُوَرَكُمۡ وَرَزَقَكُم مِّنَ ٱلطَّيِّبَٰتِۚ ذَٰلِكُمُ ٱللَّهُ رَبُّكُمۡۖ فَتَبَارَكَ ٱللَّهُ رَبُّ ٱلۡعَٰلَمِينَ ﰿ","الله الذي جعل لكم الأرض قرارا والسماء بناء وصوركم فأحسن صوركم ورزقكم من الطيبات ذلكم الله ربكم فتبارك الله رب العالمين","[64] الله الذي جعل لكم الأرض؛ لتستقروا فيها، ويسَّر لكم الإقامة عليها، وجعل السماء سقفاً للأرض، وبثَّ فيها من العلامات الهادية، وخلقكم في أكمل هيئة وأحسن تقويم، وأنعم عليكم بحلال الرزق ولذيذ المطاعم والمشارب، ذلكم الذي أنعم عليكم بهذه النعم هو ربكم، فتكاثر خيره وفضله وبركته، وتنزَّه عمَّا لا يليق به، وهو ربُّ الخلائق أجمعين."
4198,24,474,40,Ghāfir,"غَافِر ",12,13,65,"هُوَ ٱلۡحَيُّ لَآ إِلَٰهَ إِلَّا هُوَ فَٱدۡعُوهُ مُخۡلِصِينَ لَهُ ٱلدِّينَۗ ٱلۡحَمۡدُ لِلَّهِ رَبِّ ٱلۡعَٰلَمِينَ ﱀ","هو الحي لا إله إلا هو فادعوه مخلصين له الدين الحمد لله رب العالمين","[65] هو الله سبحانه الحي الذي له الحياة الكاملة التامة لا إله غيره، فاسألوه واصرفوا عبادتكم له وحده، مخلصين له دينكم وطاعتكم. فالحمد لله والثناء الكامل له رب الخلائق أجمعين."
4199,24,474,40,Ghāfir,"غَافِر ",13,15,66,"۞ قُلۡ إِنِّي نُهِيتُ أَنۡ أَعۡبُدَ ٱلَّذِينَ تَدۡعُونَ مِن دُونِ ٱللَّهِ لَمَّا جَآءَنِيَ ٱلۡبَيِّنَٰتُ مِن رَّبِّي وَأُمِرۡتُ أَنۡ أُسۡلِمَ لِرَبِّ ٱلۡعَٰلَمِينَ ﱁ","قل إني نهيت أن أعبد الذين تدعون من دون الله لما جاءني البينات من ربي وأمرت أن أسلم لرب العالمين","[66] قل -أيها الرسول- لمشركي قومك: إني نُهيت أن أعبد الذين تدعون من دون الله، لمَّا جاءني الآيات الواضحات من عند ربي، وأمرني أن أخضع وأنقاد بالطاعة التامة له، سبحانه رب العالمين."
4200,24,475,40,Ghāfir,"غَافِر ",1,4,67,"هُوَ ٱلَّذِي خَلَقَكُم مِّن تُرَابٖ ثُمَّ مِن نُّطۡفَةٖ ثُمَّ مِنۡ عَلَقَةٖ ثُمَّ يُخۡرِجُكُمۡ طِفۡلٗا ثُمَّ لِتَبۡلُغُوٓاْ أَشُدَّكُمۡ ثُمَّ لِتَكُونُواْ شُيُوخٗاۚ وَمِنكُم مَّن يُتَوَفَّىٰ مِن قَبۡلُۖ وَلِتَبۡلُغُوٓاْ أَجَلٗا مُّسَمّٗى وَلَعَلَّكُمۡ تَعۡقِلُونَ ﱂ","هو الذي خلقكم من تراب ثم من نطفة ثم من علقة ثم يخرجكم طفلا ثم لتبلغوا أشدكم ثم لتكونوا شيوخا ومنكم من يتوفى من قبل ولتبلغوا أجلا مسمى ولعلكم تعقلون","[67] هو الله الذي خلق أباكم آدم من تراب، ثم أوجدكم من المنيِّ بقدرته، وبعد ذلك تنتقلون إلى طور الدم الغليظ الأحمر، ثم تجري عليكم أطوار متعددة في الأرحام، إلى أن تُولدوا أطفالاً صغاراً، ثم تقوى بِنْيَتُكم إلى أن تصيروا شيوخاً، ومنكم من يموت قبل ذلك، ولتبلغوا بهذه الأطوار المقدَّرة أجلاً مسمى تنتهي عنده أعماركم، ولعلكم تعقلون حجج الله عليكم بذلك، وتتدبرون آياته، فتعرفون أنه لا إله غيره يفعل ذلك، وأنه الذي لا تنبغي العبادة إلا له."
4201,24,475,40,Ghāfir,"غَافِر ",4,5,68,"هُوَ ٱلَّذِي يُحۡيِۦ وَيُمِيتُۖ فَإِذَا قَضَىٰٓ أَمۡرٗا فَإِنَّمَا يَقُولُ لَهُۥ كُن فَيَكُونُ ﱃ","هو الذي يحيي ويميت فإذا قضى أمرا فإنما يقول له كن فيكون","[68] هو سبحانه المتفرد بالإحياء والإماتة، فإذا قضى أمراً فإنما يقول له: «كن»، فيكون، لا رادَّ لقضائه."
4202,24,475,40,Ghāfir,"غَافِر ",5,6,69,"أَلَمۡ تَرَ إِلَى ٱلَّذِينَ يُجَٰدِلُونَ فِيٓ ءَايَٰتِ ٱللَّهِ أَنَّىٰ يُصۡرَفُونَ ﱄ","ألم تر إلى الذين يجادلون في آيات الله أنى يصرفون","[69] ألا تعجب -أيها الرسول- من هؤلاء المكذِّبين بآيات الله يخاصمون فيها، وهي واضحة الدلالة على توحيد الله وقدرته، كيف يعدلون عنها مع صحتها؟ وإلى أيِّ شيء يذهبون بعد البيان التام؟"
4203,24,475,40,Ghāfir,"غَافِر ",6,7,70,"ٱلَّذِينَ كَذَّبُواْ بِٱلۡكِتَٰبِ وَبِمَآ أَرۡسَلۡنَا بِهِۦ رُسُلَنَاۖ فَسَوۡفَ يَعۡلَمُونَ ﱅ","الذين كذبوا بالكتاب وبما أرسلنا به رسلنا فسوف يعلمون","[70] هؤلاء المشركون الذين كذَّبوا بالقرآن والكتب السماوية التي أنزلها الله على رسله لهداية الناس، فسوف يعلم هؤلاء المكذبون عاقبة تكذيبهم"
4204,24,475,40,Ghāfir,"غَافِر ",7,8,71,"إِذِ ٱلۡأَغۡلَٰلُ فِيٓ أَعۡنَٰقِهِمۡ وَٱلسَّلَٰسِلُ يُسۡحَبُونَ ﱆ","إذ الأغلال في أعناقهم والسلاسل يسحبون","[71] حين تُجعل الأغلال في أعناقهم، والسلاسل في أرجلهم، وتسحبهم زبانية العذاب"
4205,24,475,40,Ghāfir,"غَافِر ",8,9,72,"فِي ٱلۡحَمِيمِ ثُمَّ فِي ٱلنَّارِ يُسۡجَرُونَ ﱇ","في الحميم ثم في النار يسجرون","[72]  في الماء الحار الذي اشتدَّ غليانه وحرُّه، ثم في نار جهنم يوقد بهم."
4206,24,475,40,Ghāfir,"غَافِر ",9,10,73,"ثُمَّ قِيلَ لَهُمۡ أَيۡنَ مَا كُنتُمۡ تُشۡرِكُونَ ﱈ","ثم قيل لهم أين ما كنتم تشركون","[73] ثم قيل لهم توبيخاً، وهم في هذه الحال التعيسة: أين الآلهة التي كنتم تعبدونها"
4207,24,475,40,Ghāfir,"غَافِر ",10,11,74,"مِن دُونِ ٱللَّهِۖ قَالُواْ ضَلُّواْ عَنَّا بَل لَّمۡ نَكُن نَّدۡعُواْ مِن قَبۡلُ شَيۡـٔٗاۚ كَذَٰلِكَ يُضِلُّ ٱللَّهُ ٱلۡكَٰفِرِينَ ﱉ","من دون الله قالوا ضلوا عنا بل لم نكن ندعوا من قبل شيئا كذلك يضل الله الكافرين","[74] من دون الله؟ هل ينصرونكم اليوم؟ فادعوهم؛ لينقذوكم من هذا البلاء الذي حلَّ بكم إن استطاعوا، قال المكذبون: غابوا عن عيوننا، فلم ينفعونا بشيء، ويعترفون بأنهم كانوا في جهالة من أمرهم، وأن عبادتهم لهم كانت باطلة لا تساوي شيئاً، كما أضل الله هؤلاء الذين ضلَّ عنهم في جهنم ما كانوا يعبدون في الدنيا من دون الله، يضل الله الكافرين به."
4208,24,475,40,Ghāfir,"غَافِر ",12,13,75,"ذَٰلِكُم بِمَا كُنتُمۡ تَفۡرَحُونَ فِي ٱلۡأَرۡضِ بِغَيۡرِ ٱلۡحَقِّ وَبِمَا كُنتُمۡ تَمۡرَحُونَ ﱊ","ذلكم بما كنتم تفرحون في الأرض بغير الحق وبما كنتم تمرحون","[75] ذلكم العذاب الذي أصابكم إنما هو بسبب ما كنتم عليه في حياتكم الدنيا من غفلة، حيث كنتم تفرحون بما تقترفونه من المعاصي والآثام، وبما أنتم عليه من الأَشَر والبَطَر والبغي على عباد الله."
4209,24,475,40,Ghāfir,"غَافِر ",13,14,76,"ٱدۡخُلُوٓاْ أَبۡوَٰبَ جَهَنَّمَ خَٰلِدِينَ فِيهَاۖ فَبِئۡسَ مَثۡوَى ٱلۡمُتَكَبِّرِينَ ﱋ","ادخلوا أبواب جهنم خالدين فيها فبئس مثوى المتكبرين","[76] ادخلوا أبواب جهنم عقوبة لكم على كفركم بالله ومعصيتكم له خالدين فيها، فبئست جهنم نزلاً للمتكبرين في الدنيا على الله."
4210,24,475,40,Ghāfir,"غَافِر ",14,15,77,"فَٱصۡبِرۡ إِنَّ وَعۡدَ ٱللَّهِ حَقّٞۚ فَإِمَّا نُرِيَنَّكَ بَعۡضَ ٱلَّذِي نَعِدُهُمۡ أَوۡ نَتَوَفَّيَنَّكَ فَإِلَيۡنَا يُرۡجَعُونَ ﱌ","فاصبر إن وعد الله حق فإما نرينك بعض الذي نعدهم أو نتوفينك فإلينا يرجعون","[77] فاصبر -أيها الرسول-، وامض في طريق الدعوة، إن وعد الله حق، وسيُنْجِز لك ما وعدك، فإما نرينَّك في حياتك بعض الذي نعد هؤلاء المشركين من العذاب، أو نتوفينَّك قبل أن يحلَّ ذلك بهم، فإلينا مصيرهم يوم القيامة، وسنذيقهم العذاب الشديد بما كانوا يكفرون."
4211,24,476,40,Ghāfir,"غَافِر ",1,4,78,"وَلَقَدۡ أَرۡسَلۡنَا رُسُلٗا مِّن قَبۡلِكَ مِنۡهُم مَّن قَصَصۡنَا عَلَيۡكَ وَمِنۡهُم مَّن لَّمۡ نَقۡصُصۡ عَلَيۡكَۗ وَمَا كَانَ لِرَسُولٍ أَن يَأۡتِيَ بِـَٔايَةٍ إِلَّا بِإِذۡنِ ٱللَّهِۚ فَإِذَا جَآءَ أَمۡرُ ٱللَّهِ قُضِيَ بِٱلۡحَقِّ وَخَسِرَ هُنَالِكَ ٱلۡمُبۡطِلُونَ ﱍ","ولقد أرسلنا رسلا من قبلك منهم من قصصنا عليك ومنهم من لم نقصص عليك وما كان لرسول أن يأتي بآية إلا بإذن الله فإذا جاء أمر الله قضي بالحق وخسر هنالك المبطلون","[78] ولقد أرسلنا مِن قبلك -أيها الرسول- رسلاً كثيرين إلى قومهم يدعونهم، ويصبرون على أذاهم: منهم مَن قصصنا عليك خبرهم، ومنهم مَن لم نقصص عليك، وكلهم مأمورون بتبليغ وحي الله إليهم. وما كان لأحد منهم أن يأتي بآية من الآيات الحسية أو العقلية إلا بإذن الله ومشيئته، فإذا جاء أمر الله بعذاب المكذبين قُضِي بالعدل بين الرسل ومكذبيهم، وخسر هنالك المبطلون؛ لافترائهم على الله الكذب، وعبادتهم غيره."
4212,24,476,40,Ghāfir,"غَافِر ",4,5,79,"ٱللَّهُ ٱلَّذِي جَعَلَ لَكُمُ ٱلۡأَنۡعَٰمَ لِتَرۡكَبُواْ مِنۡهَا وَمِنۡهَا تَأۡكُلُونَ ﱎ","الله الذي جعل لكم الأنعام لتركبوا منها ومنها تأكلون","[79] الله سبحانه هو الذي جعل لكم الأنعام؛ لتنتفعوا بها: من منافع الركوب والأكل "
4213,24,476,40,Ghāfir,"غَافِر ",5,7,80,"وَلَكُمۡ فِيهَا مَنَٰفِعُ وَلِتَبۡلُغُواْ عَلَيۡهَا حَاجَةٗ فِي صُدُورِكُمۡ وَعَلَيۡهَا وَعَلَى ٱلۡفُلۡكِ تُحۡمَلُونَ ﱏ","ولكم فيها منافع ولتبلغوا عليها حاجة في صدوركم وعليها وعلى الفلك تحملون","[80]  وغيرها من أنواع المنافع، ولتبلغوا بالحمولة على بعضها حاجةً في صدوركم من الوصول إلى الأقطار البعيدة، وعلى هذه الأنعام تُحْمَلون في البَرِّ، وعلى السُّفن في البحر تُحْمَلون كذلك."
4214,24,476,40,Ghāfir,"غَافِر ",7,8,81,"وَيُرِيكُمۡ ءَايَٰتِهِۦ فَأَيَّ ءَايَٰتِ ٱللَّهِ تُنكِرُونَ ﱐ","ويريكم آياته فأي آيات الله تنكرون","[81] ويريكم الله تعالى دلائله الكثيرة الواضحة الدالة على قدرته وتدبيره في خلقه، فأي آية من آياته تنكرونها، ولا تعترفون بها؟ "
4215,24,476,40,Ghāfir,"غَافِر ",8,10,82,"أَفَلَمۡ يَسِيرُواْ فِي ٱلۡأَرۡضِ فَيَنظُرُواْ كَيۡفَ كَانَ عَٰقِبَةُ ٱلَّذِينَ مِن قَبۡلِهِمۡۚ كَانُوٓاْ أَكۡثَرَ مِنۡهُمۡ وَأَشَدَّ قُوَّةٗ وَءَاثَارٗا فِي ٱلۡأَرۡضِ فَمَآ أَغۡنَىٰ عَنۡهُم مَّا كَانُواْ يَكۡسِبُونَ ﱑ","أفلم يسيروا في الأرض فينظروا كيف كان عاقبة الذين من قبلهم كانوا أكثر منهم وأشد قوة وآثارا في الأرض فما أغنى عنهم ما كانوا يكسبون","[82] أفلم يَسِرْ هؤلاء المكذبون في الأرض ويتفكروا في مصارع الأمم المكذبة من قبلهم، كيف كانت عاقبتهم؟ وكانت هذه الأمم السابقة أكثر منهم عدداً وعدة وآثاراً في الأرض من الأبنية والمصانع والغراس وغير ذلك، فما أغنى عنهم ما كانوا يكسبونه حين حلَّ بهم بأس الله."
4216,24,476,40,Ghāfir,"غَافِر ",11,12,83,"فَلَمَّا جَآءَتۡهُمۡ رُسُلُهُم بِٱلۡبَيِّنَٰتِ فَرِحُواْ بِمَا عِندَهُم مِّنَ ٱلۡعِلۡمِ وَحَاقَ بِهِم مَّا كَانُواْ بِهِۦ يَسۡتَهۡزِءُونَ ﱒ","فلما جاءتهم رسلهم بالبينات فرحوا بما عندهم من العلم وحاق بهم ما كانوا به يستهزئون","[83] فلما جاءت هؤلاء الأمم المكذبة رسلُها بالدلائل الواضحات، فرحوا جهلاً منهم بما عندهم من العلم المناقض لما جاءت به الرسل، وحلَّ بهم من العذاب ما كانوا يستعجلون به رسلَهم على سبيل السخرية والاستهزاء. وفي الآية دليل على أن كل علم يناقض الإسلام، أو يقدح فيه، أو يشكك في صحته، فإنه مذموم ممقوت، ومعتقده ليس من أتباع محمد -صلى الله عليه وسلم-."
4217,24,476,40,Ghāfir,"غَافِر ",12,14,84,"فَلَمَّا رَأَوۡاْ بَأۡسَنَا قَالُوٓاْ ءَامَنَّا بِٱللَّهِ وَحۡدَهُۥ وَكَفَرۡنَا بِمَا كُنَّا بِهِۦ مُشۡرِكِينَ ﱓ","فلما رأوا بأسنا قالوا آمنا بالله وحده وكفرنا بما كنا به مشركين","[84] فلما رأوا عذابنا أقرُّوا حين لا ينفع الإقرار، وقالوا: آمنا بالله وحده، وكفرنا بما كنا به مشركين في عبادة الله."
4218,24,476,40,Ghāfir,"غَافِر ",14,15,85,"فَلَمۡ يَكُ يَنفَعُهُمۡ إِيمَٰنُهُمۡ لَمَّا رَأَوۡاْ بَأۡسَنَاۖ سُنَّتَ ٱللَّهِ ٱلَّتِي قَدۡ خَلَتۡ فِي عِبَادِهِۦۖ وَخَسِرَ هُنَالِكَ ٱلۡكَٰفِرُونَ ﱔ","فلم يك ينفعهم إيمانهم لما رأوا بأسنا سنة الله التي قد خلت في عباده وخسر هنالك الكافرون","[85] فلم يك ينفعهم إيمانهم هذا حين رأوا عذابنا؛ وذلك لأنه إيمان قد اضطروا إليه، لا إيمان اختيار ورغبة، سنة الله وطريقته التي سنَّها في الأمم كلها ألَّا ينفعَها الإيمان إذا رأوا العذاب، وهلك عند مجيء بأس الله الكافرون بربهم، الجاحدون توحيده وطاعته."
4219,24,477,41,Fuṣṣilat,"فُصِّلَت ",3,3,1,حمٓ ﰀ,حم,"[1]  <span class='aya'>ﵡحمٓﵠ</span> سبق الكلام على الحروف المقطَّعة في أول سورة البقرة."
4220,24,477,41,Fuṣṣilat,"فُصِّلَت ",3,3,2,"تَنزِيلٞ مِّنَ ٱلرَّحۡمَٰنِ ٱلرَّحِيمِ ﰁ","تنـزيل من الرحمن الرحيم","[2] هذا القرآن الكريم تنزيل من الرحمن الرحيم، نزَّله على نبيه محمد -صلى الله عليه وسلم-."
4221,24,477,41,Fuṣṣilat,"فُصِّلَت ",3,4,3,"كِتَٰبٞ فُصِّلَتۡ ءَايَٰتُهُۥ قُرۡءَانًا عَرَبِيّٗا لِّقَوۡمٖ يَعۡلَمُونَ ﰂ","كتاب فصلت آياته قرآنا عربيا لقوم يعلمون","[3] كتاب بُيِّنت آياته تمام البيان، وَوُضِّحت معانيه وأحكامه، قرآناً عربيّاً ميسَّراً فهمه لقوم يعلمون اللسان العربي."
4222,24,477,41,Fuṣṣilat,"فُصِّلَت ",4,5,4,"بَشِيرٗا وَنَذِيرٗا فَأَعۡرَضَ أَكۡثَرُهُمۡ فَهُمۡ لَا يَسۡمَعُونَ ﰃ","بشيرا ونذيرا فأعرض أكثرهم فهم لا يسمعون","[4] بشيراً بالثواب العاجل والآجل لمن آمن به وعمل بمقتضاه، ونذيراً بالعقاب العاجل والآجل لمن كفر به، فأعرض عنه أكثر الناس، فهم لا يسمعون له سماع قَبول وإجابة. "
4223,24,477,41,Fuṣṣilat,"فُصِّلَت ",5,6,5,"وَقَالُواْ قُلُوبُنَا فِيٓ أَكِنَّةٖ مِّمَّا تَدۡعُونَآ إِلَيۡهِ وَفِيٓ ءَاذَانِنَا وَقۡرٞ وَمِنۢ بَيۡنِنَا وَبَيۡنِكَ حِجَابٞ فَٱعۡمَلۡ إِنَّنَا عَٰمِلُونَ ﰄ","وقالوا قلوبنا في أكنة مما تدعونا إليه وفي آذاننا وقر ومن بيننا وبينك حجاب فاعمل إننا عاملون","[5] وقال هؤلاء المعرضون الكافرون للنبي محمد -صلى الله عليه وسلم-: قلوبنا في أغطية مانعة لنا من فهم ما تدعونا إليه، وفي آذاننا صمم فلا نسمع، ومن بيننا وبينك -يا محمد- ساتر يحجبنا عن إجابة دعوتك، فاعمل على وَفْق دينك، كما أننا عاملون على وَفْق ديننا."
4224,24,477,41,Fuṣṣilat,"فُصِّلَت ",7,8,6,"قُلۡ إِنَّمَآ أَنَا۠ بَشَرٞ مِّثۡلُكُمۡ يُوحَىٰٓ إِلَيَّ أَنَّمَآ إِلَٰهُكُمۡ إِلَٰهٞ وَٰحِدٞ فَٱسۡتَقِيمُوٓاْ إِلَيۡهِ وَٱسۡتَغۡفِرُوهُۗ وَوَيۡلٞ لِّلۡمُشۡرِكِينَ ﰅ","قل إنما أنا بشر مثلكم يوحى إلي أنما إلهكم إله واحد فاستقيموا إليه واستغفروه وويل للمشركين","[6] قل لهم -أيها الرسول-: إنما أنا بشر مثلكم يوحي الله إليَّ أنما إلهكم الذي يستحق العبادة إله واحد لا شريك له، فاسلكوا الطريق الموصل إليه، واطلبوا مغفرته. وهلاك وعذاب للمشركين الذين عبدوا من دون الله أوثاناً لا تنفع ولا تضر، والذين لم يطهروا أنفسهم بتوحيد ربهم، والإخلاص له،"
4225,24,477,41,Fuṣṣilat,"فُصِّلَت ",8,9,7,"ٱلَّذِينَ لَا يُؤۡتُونَ ٱلزَّكَوٰةَ وَهُم بِٱلۡأٓخِرَةِ هُمۡ كَٰفِرُونَ ﰆ","الذين لا يؤتون الزكاة وهم بالآخرة هم كافرون","[7]  ولا يؤدون الصدقة إلى مستحقيها، فلا إخلاص منهم للخالق ولا نفع فيهم للخلق، وهم لا يؤمنون بالبعث، ولا بالجنة والنار."
4226,24,477,41,Fuṣṣilat,"فُصِّلَت ",9,10,8,"إِنَّ ٱلَّذِينَ ءَامَنُواْ وَعَمِلُواْ ٱلصَّٰلِحَٰتِ لَهُمۡ أَجۡرٌ غَيۡرُ مَمۡنُونٖ ﰇ","إن الذين آمنوا وعملوا الصالحات لهم أجر غير ممنون","[8] إن الذين آمنوا بالله ورسوله وكتابه وعملوا الأعمال الصالحة مخلصين لله فيها، لهم ثواب عظيم غير مقطوع ولا ممنوع."
4227,24,477,41,Fuṣṣilat,"فُصِّلَت ",10,12,9,"۞ قُلۡ أَئِنَّكُمۡ لَتَكۡفُرُونَ بِٱلَّذِي خَلَقَ ٱلۡأَرۡضَ فِي يَوۡمَيۡنِ وَتَجۡعَلُونَ لَهُۥٓ أَندَادٗاۚ ذَٰلِكَ رَبُّ ٱلۡعَٰلَمِينَ ﰈ","قل أئنكم لتكفرون بالذي خلق الأرض في يومين وتجعلون له أندادا ذلك رب العالمين","[9] قل -أيها الرسول- لهؤلاء المشركين موبخاً لهم ومتعجباً مِن فعلهم: أإنكم لتكفرون بالله الذي خلق الأرض في يومين اثنين، وتجعلون له نظراء وشركاء تعبدونهم معه؟ ذلك الخالق هو رب العالمين كلهم."
4228,24,477,41,Fuṣṣilat,"فُصِّلَت ",12,14,10,"وَجَعَلَ فِيهَا رَوَٰسِيَ مِن فَوۡقِهَا وَبَٰرَكَ فِيهَا وَقَدَّرَ فِيهَآ أَقۡوَٰتَهَا فِيٓ أَرۡبَعَةِ أَيَّامٖ سَوَآءٗ لِّلسَّآئِلِينَ ﰉ","وجعل فيها رواسي من فوقها وبارك فيها وقدر فيها أقواتها في أربعة أيام سواء للسائلين","[10] وجعل سبحانه في الأرض جبالاً ثوابت من فوقها، وبارك فيها فجعلها دائمة الخير لأهلها، وقدَّر فيها أرزاق أهلها من الغذاء، وما يصلحهم من المعاش في تمام أربعة أيام: يومان خلق فيهما الأرض، ويومان جعل فيها رواسي وقدر فيها أقواتها، سواء للسائلين أي: لمن أراد السؤال عن ذلك؛ ليعلمه."
4229,24,477,41,Fuṣṣilat,"فُصِّلَت ",14,15,11,"ثُمَّ ٱسۡتَوَىٰٓ إِلَى ٱلسَّمَآءِ وَهِيَ دُخَانٞ فَقَالَ لَهَا وَلِلۡأَرۡضِ ٱئۡتِيَا طَوۡعًا أَوۡ كَرۡهٗا قَالَتَآ أَتَيۡنَا طَآئِعِينَ ﰊ","ثم استوى إلى السماء وهي دخان فقال لها وللأرض ائتيا طوعا أو كرها قالتا أتينا طائعين","[11] ثم استوى سبحانه وتعالى، أي قصد إلى السماء وكانت دخاناً من قبلُ، فقال للسماء وللأرض: انقادا لأمري مختارتين أو مجبرتين. قالتا: أتينا مذعنين لك، ليس لنا إرادة تخالف إرادتك."
4230,24,478,41,Fuṣṣilat,"فُصِّلَت ",1,3,12,"فَقَضَىٰهُنَّ سَبۡعَ سَمَٰوَاتٖ فِي يَوۡمَيۡنِ وَأَوۡحَىٰ فِي كُلِّ سَمَآءٍ أَمۡرَهَاۚ وَزَيَّنَّا ٱلسَّمَآءَ ٱلدُّنۡيَا بِمَصَٰبِيحَ وَحِفۡظٗاۚ ذَٰلِكَ تَقۡدِيرُ ٱلۡعَزِيزِ ٱلۡعَلِيمِ ﰋ","فقضاهن سبع سموات في يومين وأوحى في كل سماء أمرها وزينا السماء الدنيا بمصابيح وحفظا ذلك تقدير العزيز العليم","[12] فقضى الله خلق السموات السبع وتسويتهن في يومين، فتم بذلك خلق السموات والأرض في ستة أيام، لحكمة يعلمها الله، مع قدرته سبحانه على خلقهما في لحظة واحدة، وأوحى في كل سماء ما أراده وما أمر به فيها، وزيَّنا السماء الدنيا بالنجوم المضيئة، وحفظاً لها من الشياطين الذين يسترقون السمع، ذلك الخلق البديع تقدير العزيز في ملكه، العليم الذي أحاط علمه بكل شيء."
4231,24,478,41,Fuṣṣilat,"فُصِّلَت ",3,4,13,"فَإِنۡ أَعۡرَضُواْ فَقُلۡ أَنذَرۡتُكُمۡ صَٰعِقَةٗ مِّثۡلَ صَٰعِقَةِ عَادٖ وَثَمُودَ ﰌ","فإن أعرضوا فقل أنذرتكم صاعقة مثل صاعقة عاد وثمود","[13] فإن أعرض هؤلاء المكذبون بعدما بُيِّن لهم من أوصاف القرآن الحميدة، ومن صفات الإله العظيم، فقل لهم: قد أنذرتكم عذاباً يستأصلكم مثل عذاب عاد وثمود حين كفروا بربهم وعصوا رسله."
4232,24,478,41,Fuṣṣilat,"فُصِّلَت ",4,6,14,"إِذۡ جَآءَتۡهُمُ ٱلرُّسُلُ مِنۢ بَيۡنِ أَيۡدِيهِمۡ وَمِنۡ خَلۡفِهِمۡ أَلَّا تَعۡبُدُوٓاْ إِلَّا ٱللَّهَۖ قَالُواْ لَوۡ شَآءَ رَبُّنَا لَأَنزَلَ مَلَٰٓئِكَةٗ فَإِنَّا بِمَآ أُرۡسِلۡتُم بِهِۦ كَٰفِرُونَ ﰍ","إذ جاءتهم الرسل من بين أيديهم ومن خلفهم ألا تعبدوا إلا الله قالوا لو شاء ربنا لأنـزل ملائكة فإنا بما أرسلتم به كافرون","[14] حين جاءت الرسل عاداً وثمود، يتبع بعضهم بعضاً متوالين، يأمرونهم بعبادة الله وحده لا شريك له، قالوا لرسلهم: لو شاء ربنا أن نوحده ولا نعبد من دونه شيئاً غيره، لأنزل إلينا ملائكة من السماء رسلاً بما تدعوننا إليه، ولم يرسلكم وأنتم بشر مثلنا، فإنا بما أرسلكم الله به إلينا من الإيمان بالله وحده جاحدون."
